id,dob,name,nationality,height,weight,wins,fouls,goals,losses,red_card,total_pass,appearances,goal_assist,yellow_card,att_hd_goal,att_lf_goal,att_rf_goal,total_cross,hit_woodwork,interception,total_tackle,total_offside,total_clearance,big_chance_created,blocked_scoring_att,effective_head_clearance,error_lead_to_goal,accurate_long_balls,duel_won,duel_lost,aerial_won,won_tackle,aerial_lost,won_contest,ball_recovery,accurate_cross,total_through_ball,att_pen_goal,att_freekick_goal,big_chance_missed,total_scoring_att,ontarget_scoring_att,own_goals,clean_sheet,goals_conceded,last_man_tackle,clearance_off_line,saves,punches,goal_kicks,penalty_save,keeper_throws,good_high_claim,total_keeper_sweeper,stand_catch_dive_catch
3983,1990-12-12,Victor Moses,Nigeria,177cm,75kg,62,118,0.09,56,0,17.59,162,13,10,3,3,9,381,6,97,135,42,33,19,65,16,0,88,669,780,60,74%,113,274,499,22%,15,1,0,19,246,27%,,,,,,,,,,,,,
8586,1992-01-31,Jeff Hendrick,Ireland,185cm,79kg,1,1,0.25,2,0,23,4,0,0,1,0,0,1,0,5,4,1,4,0,1,2,0,9,17,20,4,25%,7,2,18,1%,0,0,0,0,4,25%,,,,,,,,,,,,,
4245,1992-02-09,Emiliano Martinez,Argentina,183cm,89kg,2,0,0,2,0,20.25,4,0,0,,,,,,,,,,,,,0,22,,,,,,,,,,,,,,,0,2,4,,,4,1,28,0,20,9,2,1
19618,1996-07-01,Isaac Success,Nigeria,186cm,86kg,2,2,0.2,2,0,6.2,5,0,1,1,0,0,2,0,1,3,0,1,0,1,1,,,,,,,,,,,,0,0,1,7,57%,,,,,,,,,,,,,
11575,1995-09-20,Rob Holding,England,185cm,90kg,1,2,0,1,0,51.67,3,0,1,0,0,0,0,0,4,4,0,17,0,0,9,0,9,22,13,15,100%,8,2,16,0%,0,,,,,,0,1,5,0,0,,,,,,,,
20869,1995-09-20,Ollie Harfield,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,,,,,,0,0,0,0,0,,,,,,,,
12854,1989-02-12,Matteo Darmian,Italy,182cm,70kg,14,27,1,6,0,33.36,28,0,8,0,1,0,53,0,42,84,4,53,3,0,14,0,40,138,96,20,82%,13,11,103,17%,0,,,,,,0,8,18,0,0,,,,,,,,
13873,1997-12-18,Marcus Browne,England,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
15269,1996-01-22,Angus Gunn,England,188cm,77kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
4316,1994-08-12,Raheem Sterling,England,170cm,69kg,69,160,0.21,36,0,29.13,133,18,13,1,6,21,279,7,71,161,38,34,23,65,11,,,,,,,,,,,,0,0,29,233,41%,,,,,,,,,,,,,
3820,1992-02-21,Phil Jones,England,185cm,72kg,72,125,2,33,0,36.76,139,5,22,1,0,1,132,2,312,314,3,735,9,17,360,0,346,755,480,245,73%,169,59,536,21%,13,,,,,,1,37,125,9,1,,,,,,,,
3889,1989-09-08,Stefano Okaka,Italy,186cm,82kg,5,23,0.17,5,0,9.5,12,0,2,0,0,2,2,0,2,9,5,2,1,3,1,,,,,,,,,,,,0,0,0,16,38%,,,,,,,,,,,,,
3548,1990-12-26,Aaron Ramsey,Wales,178cm,76kg,106,200,0.15,38,0,54.8,188,28,23,1,3,24,221,7,219,384,13,104,31,94,41,1,480,836,"1,016",95,76%,124,177,979,17%,149,0,0,26,330,32%,,,,,,,,,,,,,
5586,1987-03-29,Dimitri Payet,France,175cm,77kg,15,13,0.29,10,0,42.54,35,15,4,0,0,10,330,3,24,27,3,4,18,28,2,1,85,164,172,2,67%,12,84,176,33%,23,0,2,1,88,35%,,,,,,,,,,,,,
10512,1994-08-09,George Honeyman,England,173cm,72kg,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0%,0,1,1,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
2847,1986-11-25,Craig Gardner,England,178cm,76kg,75,337,0.12,102,4,24,256,14,53,1,7,23,470,8,290,585,31,399,13,96,126,2,396,"1,046","1,091",195,74%,241,84,870,21%,35,6,5,10,359,31%,,,,,,,,,,,,,
1911,1981-07-20,Damien Delaney,Ireland,191cm,89kg,37,71,3,53,1,25.42,113,4,20,1,1,1,15,1,207,153,2,826,7,5,474,3,342,497,316,298,74%,173,8,377,40%,0,,,,,,3,22,135,6,0,,,,,,,,
11347,1991-08-31,Cédric Soares,Portugal,172cm,67kg,12,20,0,9,0,34.77,31,2,3,0,0,0,146,0,63,87,3,85,5,2,29,0,79,147,115,25,79%,43,20,170,27%,0,,,,,,0,6,25,0,2,,,,,,,,
4403,1984-08-23,Ashley Williams,Wales,183cm,77kg,62,173,4,73,0,55.61,187,3,32,3,0,1,5,0,479,274,13,"1,713",4,20,744,6,"1,108",772,571,419,74%,324,22,847,40%,9,,,,,,0,54,246,6,7,,,,,,,,
7482,1994-01-04,Jay Fulton,Scotland,178cm,68kg,5,3,7,2,0,16.14,7,0,1,0,0,0,1,0,11,10,0,7,0,1,6,0,2,17,12,6,60%,5,1,12,1%,0,0,0,0,1,1%,,,,,,,,,,,,,
851,1976-04-20,Shay Given,Ireland,183cm,84kg,168,0,0,156,0,7.83,451,0,19,,,,,,,,,,,,,6,"1,062",,,,,,,,,,,,,,,2,32,239,,,475,79,"1,516",5,502,165,42,144
5551,1985-02-26,Fernando Llorente,Spain,195cm,90kg,1,16,0.17,4,0,28.17,6,0,0,0,1,0,4,0,0,3,2,11,0,3,8,,,,,,,,,,,,0,0,1,14,43%,,,,,,,,,,,,,
2064,1985-10-24,Wayne Rooney,England,176cm,83kg,265,319,0.44,89,3,29.43,441,98,92,19,19,114,972,27,176,259,165,196,59,285,84,,,,,,,,,,,,19,6,45,"1,152",38%,,,,,,,,,,,,,
5140,1991-08-07,Virgil van Dijk,Netherlands,193cm,92kg,19,35,3,12,0,42.71,41,0,5,1,2,0,2,5,116,65,2,319,4,6,183,0,160,289,123,190,75%,70,18,192,50%,1,,,,,,0,13,42,1,1,,,,,,,,
3613,1989-11-22,Chris Smalling,England,192cm,81kg,85,139,7,38,1,36.91,153,1,13,6,0,1,63,2,260,204,9,919,2,26,462,1,404,725,432,398,71%,200,54,640,35%,6,,,,,,3,47,138,8,0,,,,,,,,
3830,1988-02-07,Lee Chung-yong,South Korea,180cm,75kg,28,44,0.09,41,0,18.16,90,10,5,1,4,3,254,0,122,134,9,45,12,10,12,1,42,370,377,65,78%,84,69,334,33%,28,0,0,2,56,38%,,,,,,,,,,,,,
4620,1995-01-20,Calum Chambers,England,183cm,66kg,26,53,2,18,1,35.45,60,1,9,1,0,1,134,0,99,112,1,187,3,3,114,0,73,300,245,113,83%,78,43,252,21%,2,,,,,,1,12,59,1,1,,,,,,,,
13145,1995-02-10,Ashley Fletcher,England,185cm,78kg,1,2,5,4,0,5,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,0,0,0,4,25%,,,,,,,,,,,,,
14457,1998-10-23,Josh Da Silva,England,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0%,,,,,,,,,,,,,
4888,1990-09-03,Daley Blind,Netherlands,180cm,72kg,34,53,3,17,0,59.14,66,5,6,0,3,0,164,1,179,166,1,207,5,14,90,0,295,299,236,74,73%,94,31,441,24%,5,,,,,,0,21,66,0,1,,,,,,,,
3517,1989-03-29,James Tomkins,England,191cm,74kg,53,107,5,73,2,29.15,168,5,24,4,0,1,45,4,295,315,4,"1,428",6,20,625,4,434,939,475,505,75%,249,14,592,33%,3,,,,,,0,35,214,14,3,,,,,,,,
15044,1999-09-07,Thibaud Verlinden,Belgium,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
8246,1989-10-30,Ashley Barnes,Austria,186cm,77kg,7,74,0.14,17,1,21.37,35,2,4,2,0,3,28,4,19,23,10,36,0,14,25,,,,,,,,,,,,0,0,3,66,32%,,,,,,,,,,,,,
3309,1985-04-18,Lukasz Fabianski,Poland,190cm,83kg,50,3,0,39,1,24.42,113,2,2,,,,,,,,,,,,,10,749,,,,,,,,,,,,,,,0,35,143,,,357,100,904,1,711,224,87,52
10466,1981-09-28,Willy Caballero,Argentina,186cm,80kg,7,0,0,2,0,23.33,9,0,0,,,,,,,,,,,,,1,52,,,,,,,,,,,,,,,0,1,12,,,26,4,44,0,27,7,5,1
4496,1989-08-28,César Azpilicueta,Spain,178cm,75kg,71,115,2,24,1,45.93,129,10,14,0,0,2,226,1,251,377,3,408,7,10,196,0,282,644,447,162,78%,143,32,631,24%,3,,,,,,2,44,122,2,3,,,,,,,,
20742,1994-12-13,Pau López,Spain,189cm,77kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
10498,1988-11-20,Dusan Tadic,Serbia,181cm,76kg,33,63,0.17,23,0,27.97,72,19,4,0,10,2,467,4,49,80,25,28,25,40,4,0,45,228,337,17,71%,51,70,240,24%,20,2,0,8,125,35%,,,,,,,,,,,,,
10518,1989-01-09,Jefferson Montero,Ecuador,170cm,68kg,19,24,0.02,26,0,14.02,57,9,0,1,0,0,217,1,27,60,6,12,10,10,4,0,10,283,272,20,80%,35,131,199,20%,3,0,0,2,34,32%,,,,,,,,,,,,,
12983,1990-02-14,Adama Diomande,Norway,180cm,75kg,2,4,0.14,4,0,21,7,0,0,0,0,1,0,0,3,12,2,6,0,1,4,,,,,,,,,,,,0,0,1,6,17%,,,,,,,,,,,,,
3960,1993-07-28,Harry Kane,England,188cm,65kg,48,85,0.56,19,0,23.36,91,6,9,8,11,32,100,10,44,77,70,62,12,81,39,,,,,,,,,,,,7,1,39,314,45%,,,,,,,,,,,,,
8983,1991-02-21,Riyad Mahrez,Algeria,179cm,61kg,32,53,0.3,19,0,27.34,74,14,2,2,17,2,292,5,77,101,5,22,33,46,11,0,98,516,639,61,71%,130,222,417,24%,32,5,0,10,166,41%,,,,,,,,,,,,,
13122,1998-01-31,Chris Willock,England,180cm,75kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
4604,1991-05-04,Nathaniel Clyne,England,175cm,67kg,54,80,4,47,0,42.21,134,8,15,0,1,3,355,1,225,366,1,339,11,22,78,3,194,598,438,46,70%,102,105,614,19%,12,,,,,,1,39,158,5,0,,,,,,,,
1295,1980-11-28,Stuart Taylor,England,198cm,85kg,12,0,0,11,0,5.82,34,0,1,,,,,,,,,,,,,1,78,,,,,,,,,,,,,,,0,0,25,,,42,8,139,1,24,10,2,10
4405,1982-10-28,Angel Rangel,Spain,188cm,84kg,52,148,3,59,1,57.83,152,4,25,0,1,2,325,1,411,360,8,509,14,21,200,1,476,658,556,159,76%,163,57,752,21%,17,,,,,,0,35,181,3,2,,,,,,,,
19616,1994-10-11,Takuma Asano,Japan,173cm,71kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0%,,,,,,,,,,,,,
13777,1992-01-05,Jakob Haugaard,Denmark,197cm,87kg,0,0,0,3,0,25.6,5,0,0,,,,,,,,,,,,,0,55,,,,,,,,,,,,,,,0,0,11,,,11,3,39,0,15,10,5,2
3484,1989-05-21,Hal Robson-Kanu,Wales,183cm,83kg,4,28,0.25,16,0,12.04,28,1,0,2,5,0,70,1,21,11,2,15,1,8,6,,,,,,,,,,,,1,0,2,37,38%,,,,,,,,,,,,,
4205,1993-04-08,Saido Berahino,England,178cm,77kg,27,78,0.22,46,0,17.05,105,2,3,2,6,15,90,5,24,67,43,17,7,45,7,,,,,,,,,,,,5,0,17,184,36%,,,,,,,,,,,,,
3877,1991-08-10,Adam Forshaw,England,185cm,71kg,2,6,8,3,0,47.62,8,0,1,0,0,0,5,0,13,15,0,3,1,1,2,0,35,29,28,5,67%,5,5,40,20%,1,0,0,0,3,3%,,,,,,,,,,,,,
3665,1990-09-07,Fabio,Brazil,172cm,65kg,24,60,1,20,0,22.36,56,0,8,0,0,1,99,0,75,139,4,127,2,5,53,1,33,245,205,41,76%,42,32,170,16%,5,,,,,,0,6,49,0,2,,,,,,,,
5810,1983-04-13,Claudio Bravo,Chile,184cm,80kg,3,0,0,1,0,46.25,4,0,0,,,,,,,,,,,,,1,25,,,,,,,,,,,,,,,0,1,4,,,13,4,24,1,16,2,5,3
4224,1987-07-10,James McArthur,Scotland,168cm,64kg,49,172,0.08,64,0,36.9,148,6,23,3,2,7,43,1,239,329,4,165,6,37,52,0,372,648,677,153,78%,161,65,749,12%,18,0,0,5,104,34%,,,,,,,,,,,,,
20708,1994-06-17,Didier Ndong,Gabon,179cm,75kg,0,6,4,3,0,32.25,4,0,1,0,0,0,6,0,10,5,0,2,0,1,2,0,12,13,20,2,80%,6,4,27,17%,1,0,0,0,1,1%,,,,,,,,,,,,,
5101,1990-10-24,Ilkay Gündogan,Germany,180cm,80kg,2,0,0.33,1,0,34.67,3,0,0,0,0,1,0,0,3,1,0,0,0,3,0,0,2,7,7,0,100%,0,4,9,0%,0,0,0,0,5,20%,,,,,,,,,,,,,
3905,1990-09-19,Kieran Trippier,England,178cm,71kg,12,20,1,20,0,44.23,44,5,3,0,0,1,375,0,93,87,2,163,10,5,99,0,227,250,183,84,79%,60,29,286,26%,2,,,,,,0,11,57,0,1,,,,,,,,
4179,1988-06-03,Simon Mignolet,Belgium,193cm,87kg,86,2,0,63,0,21.63,203,0,4,,,,,,,,,,,,,15,"1,145",,,,,,,,,,,,,,,1,64,265,,,591,173,"1,750",6,676,214,132,106
15139,1998-03-12,Marcus Edwards,England,167cm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
3158,1987-04-10,Ryan Shawcross,England,191cm,76kg,82,271,12,105,5,23.84,262,7,53,7,0,5,42,5,343,399,34,"2,350",3,20,978,3,698,"1,230",786,640,70%,357,35,646,21%,0,,,,,,3,70,333,17,7,,,,,,,,
3654,1985-01-16,Pablo Zabaleta,Argentina,174cm,74kg,126,283,8,48,4,41.86,215,18,52,1,1,6,496,5,464,768,15,701,27,45,306,0,320,"1,334",985,300,75%,252,59,908,17%,21,,,,,,1,70,195,3,3,,,,,,,,
11013,1995-10-21,Connor Randall,England,180cm,76kg,2,2,0,0,0,27.33,3,0,0,0,0,0,1,0,3,3,0,0,0,1,0,0,5,6,12,2,67%,3,0,8,1%,0,,,,,,0,0,3,0,0,,,,,,,,
7490,1997-04-27,Josh Onomah,England,180cm,64kg,5,1,10,2,0,5.2,10,0,0,0,0,0,5,0,1,6,1,2,0,0,0,0,0,9,8,1,100%,1,2,3,5%,0,0,0,0,3,67%,,,,,,,,,,,,,
3030,1984-11-12,Leighton Baines,England,170cm,74kg,140,237,28,113,0,35.06,357,47,41,0,27,1,"2,112",8,462,673,38,902,57,87,235,2,682,"1,440","1,087",149,76%,178,212,"1,101",25%,19,,,,,,2,90,367,4,9,,,,,,,,
4618,1988-10-05,Adam Lallana,England,172cm,73kg,52,113,0.18,42,0,34.06,132,23,12,0,12,10,427,5,137,242,45,101,20,71,37,0,110,687,833,83,81%,179,173,635,20%,42,0,0,20,219,35%,,,,,,,,,,,,,
5671,1985-12-14,Juan Zuñiga,Colombia,172cm,72kg,1,0,1,2,0,16.6,5,0,0,0,0,1,3,0,0,6,0,1,0,1,0,0,4,13,2,0,83%,1,2,11,3%,0,,,,,,0,0,3,0,0,,,,,,,,
4474,1995-03-19,Héctor Bellerín,Spain,177cm,74kg,38,38,3,10,0,44.49,63,7,8,0,2,1,202,1,123,102,2,139,13,7,59,0,54,284,288,64,80%,83,105,301,16%,12,,,,,,0,27,55,1,1,,,,,,,,
13573,1986-12-10,Cristhian Stuani,Uruguay,186cm,77kg,1,6,0.6,2,0,26.6,5,0,1,1,1,1,10,0,4,14,2,8,1,0,3,,,,,,,,,,,,0,0,0,4,100%,,,,,,,,,,,,,
13717,1997-05-09,Olufela Olomola,Nigeria,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0%,,,,,,,,,,,,,
10953,1987-08-07,Juan Carlos Paredes,Ecuador,174cm,72kg,6,10,0,5,0,15.53,17,0,1,0,0,0,29,0,16,15,0,13,0,0,4,0,18,35,43,2,73%,3,9,51,24%,0,,,,,,0,1,12,0,0,,,,,,,,
3014,1987-08-05,Mark Noble,England,180cm,70kg,88,278,0.11,111,4,46.49,266,27,56,0,1,29,853,5,449,661,23,209,26,75,46,3,"1,025","1,157","1,080",64,74%,90,172,"1,595",33%,80,17,1,1,265,33%,,,,,,,,,,,,,
10867,1994-06-12,Greg Luer,England,180cm,73kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0%,,,,,,,,,,,,,
14982,1997-12-20,Harry Lewis,England,191cm,77kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
5345,1988-04-15,Steven Defour,Belgium,175cm,72kg,2,6,0.17,3,0,35.67,6,3,0,0,0,1,19,0,16,9,0,4,0,1,1,0,12,17,21,0,89%,1,6,38,47%,0,0,0,1,4,75%,,,,,,,,,,,,,
4640,1994-07-03,Jordan Pickford,England,185cm,77kg,0,0,0,4,0,32.43,7,0,0,,,,,,,,,,,,,1,57,,,,,,,,,,,,,,,0,0,15,,,38,6,79,0,22,15,10,5
4718,1993-01-27,Yaya Sanogo,France,191cm,74kg,10,18,21,7,0,7.19,21,0,1,0,0,0,3,0,6,5,9,6,0,8,5,,,,,,,,,,,,0,0,3,19,16%,,,,,,,,,,,,,
2889,1989-06-25,Jack Cork,England,183cm,70kg,51,106,0.04,49,0,46.46,136,6,12,1,1,3,99,2,260,280,7,237,7,20,98,0,321,704,645,202,74%,221,82,808,15%,28,0,0,4,71,35%,,,,,,,,,,,,,
2651,1982-05-20,Petr Cech,Czech Republic,196cm,90kg,242,3,0,55,1,16.29,374,2,5,,,,,,,,,,,,,17,"1,732",,,,,,,,,,,,,,,2,140,246,,,790,187,"2,330",3,"1,596",527,165,241
3869,1992-04-17,Shkodran Mustafi,Germany,184cm,82kg,4,6,0,0,0,68.75,4,0,0,0,0,0,5,0,10,15,0,26,0,2,17,0,7,29,17,11,80%,12,2,19,20%,0,,,,,,0,2,2,0,0,,,,,,,,
4481,1986-09-30,Olivier Giroud,France,192cm,88kg,80,161,0.41,25,2,24.88,138,20,14,19,33,5,81,13,50,113,88,134,29,76,80,,,,,,,,,,,,2,0,60,393,38%,,,,,,,,,,,,,
4843,1988-11-07,Etienne Capoue,France,189cm,80kg,25,104,0.08,27,0,46.44,64,2,10,0,3,2,58,0,158,169,2,104,1,19,54,0,238,385,356,64,72%,49,70,391,24%,5,0,0,5,57,30%,,,,,,,,,,,,,
6045,1991-08-03,Mika,Portugal,195cm,89kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
4815,1995-09-18,Matt Targett,England,183cm,70kg,10,6,0,6,0,28.83,23,1,1,0,0,0,66,0,37,35,1,48,0,2,15,1,58,87,57,25,80%,17,9,93,23%,2,,,,,,0,6,17,0,0,,,,,,,,
11177,1992-08-02,Bruno Martins Indi,Netherlands,187cm,76kg,0,2,0,2,0,30.25,4,0,0,0,0,0,2,0,11,9,1,23,0,1,5,0,5,16,9,5,89%,4,2,21,2%,0,,,,,,0,0,10,0,0,,,,,,,,
13387,1991-05-03,Ramiro Funes Mori,Argentina,185cm,74kg,10,9,4,9,1,42.25,32,1,4,2,1,1,7,0,74,42,2,232,2,2,102,0,122,155,82,83,76%,45,13,155,57%,0,,,,,,0,6,37,1,0,,,,,,,,
6030,1989-09-16,Salomón Rondón,Venezuela,189cm,85kg,10,39,0.29,15,1,18.54,41,3,1,6,1,4,35,1,15,11,30,52,4,21,31,,,,,,,,,,,,0,0,8,93,29%,,,,,,,,,,,,,
10734,1996-09-04,Emerson Hyndman,United States,172cm,61kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
2270,1987-04-16,Aaron Lennon,England,165cm,63kg,142,114,0.1,95,0,20.25,317,46,12,0,9,22,904,6,202,338,39,123,45,83,13,0,145,"1,058","1,074",23,77%,93,378,791,24%,54,0,0,9,246,39%,,,,,,,,,,,,,
3046,1989-09-26,Kieran Gibbs,England,178cm,70kg,76,77,2,20,1,35.79,128,7,11,0,2,0,326,0,248,280,12,380,10,15,176,1,113,594,476,176,70%,196,91,496,17%,11,,,,,,1,25,102,3,2,,,,,,,,
2152,1982-09-16,Leon Britton,England,168cm,64kg,40,59,131,56,0,53.44,131,1,15,0,0,0,14,0,251,207,0,110,2,10,24,0,259,439,364,37,73%,66,74,802,29%,11,0,0,0,24,8%,,,,,,,,,,,,,
4612,1994-01-27,Jack Stephens,England,185cm,75kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,,,,,,0,0,0,0,0,,,,,,,,
15119,1997-08-02,Anton Walkes,England,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,,,,,,0,0,0,0,0,,,,,,,,
4529,1996-09-20,Jerome Sinclair,England,173cm,79kg,0,0,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0%,,,,,,,,,,,,,
7990,1990-05-02,Jordan Rhodes,Scotland,185cm,71kg,0,1,2,1,0,8,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,0,0,1,4,75%,,,,,,,,,,,,,
12815,1987-11-30,Max Gradel,Cote D'Ivoire,175cm,69kg,7,12,0.06,8,0,17.78,18,2,1,0,0,1,51,0,15,27,5,6,0,7,3,,,,,,,,,,,,0,0,2,19,37%,,,,,,,,,,,,,
4337,1992-12-15,Jesse Lingard,England,168cm,58kg,13,27,0.14,8,0,27.59,29,2,4,1,0,3,26,1,16,40,6,13,4,9,1,0,10,87,131,3,75%,21,21,98,12%,5,0,0,4,33,42%,,,,,,,,,,,,,
1308,1981-02-23,Gareth Barry,England,183cm,78kg,249,569,0.09,176,6,31.08,602,61,112,5,25,3,860,6,586,949,43,801,15,74,280,3,"1,532","1,911","1,785",392,78%,299,189,"2,138",28%,97,14,0,8,294,35%,,,,,,,,,,,,,
3316,1990-06-21,Håvard Nordtveit,Norway,188cm,83kg,1,3,4,3,0,36.75,4,0,0,0,0,0,6,0,13,5,0,6,0,0,2,0,9,11,11,2,80%,1,1,14,17%,0,0,0,0,0,0%,,,,,,,,,,,,,
3597,1992-01-20,Gökhan Töre,Turkey,176cm,74kg,1,4,5,3,0,11.2,5,1,0,0,0,0,13,0,0,4,1,0,1,1,0,0,1,8,21,0,75%,4,3,7,31%,1,0,0,0,5,5%,,,,,,,,,,,,,
2933,1986-04-15,Tom Heaton,England,188cm,85kg,9,0,0,23,0,27.07,45,0,1,,,,,,,,,,,,,1,426,,,,,,,,,,,,,,,1,12,62,,,156,17,378,2,172,55,21,34
4999,1992-08-07,Son Heung-Min,South Korea,184cm,79kg,19,14,0.25,5,0,18.59,32,3,0,0,4,4,43,2,13,29,15,7,2,18,3,0,5,92,157,11,79%,21,34,81,21%,2,0,0,3,56,36%,,,,,,,,,,,,,
3333,1991-02-12,Jordon Mutch,England,175cm,65kg,20,80,0.09,39,0,23.6,75,7,11,2,3,2,150,0,56,98,16,56,8,21,35,0,87,296,372,85,82%,155,61,203,21%,13,0,0,8,90,28%,,,,,,,,,,,,,
3448,1989-12-08,Tom Cleverley,England,175cm,67kg,58,90,0.08,44,0,41.03,137,9,14,1,1,9,221,2,131,271,1,98,11,43,25,0,303,500,493,47,78%,95,52,605,20%,14,0,0,8,131,34%,,,,,,,,,,,,,
13821,1988-10-05,Nyom,Cameroon,189cm,81kg,12,40,0,15,0,25.63,35,1,10,0,0,0,90,0,64,84,0,77,1,4,24,1,61,155,118,17,89%,22,29,194,13%,1,,,,,,0,9,36,0,0,,,,,,,,
10465,1995-04-18,Divock Origi,Belgium,185cm,75kg,10,13,0.24,6,0,8.9,21,1,0,2,0,3,15,1,0,5,12,1,0,7,0,,,,,,,,,,,,0,0,4,26,54%,,,,,,,,,,,,,
4573,1989-03-12,Alex McCarthy,England,193cm,79kg,5,0,0,12,0,22.57,23,0,0,,,,,,,,,,,,,4,171,,,,,,,,,,,,,,,0,2,40,,,112,17,253,0,86,34,11,7
3670,1990-05-03,Daniel Drinkwater,England,178cm,70kg,30,96,0.03,15,1,51.78,65,8,4,0,0,2,78,0,103,187,1,108,11,21,61,0,211,328,354,52,73%,85,50,567,23%,12,0,0,3,69,20%,,,,,,,,,,,,,
10517,1994-07-23,Stephen Kingsley,Scotland,,,4,4,0,3,0,28.67,9,1,0,0,0,0,31,0,6,12,0,34,1,0,15,0,15,34,25,9,58%,11,9,39,35%,0,,,,,,1,1,9,0,0,,,,,,,,
4549,1989-08-16,Moussa Sissoko,France,187cm,83kg,43,169,0.09,57,2,37.87,122,17,21,1,0,10,368,2,106,169,14,89,27,38,50,1,143,725,"1,013",161,83%,253,276,708,24%,54,0,0,11,157,33%,,,,,,,,,,,,,
5937,1988-10-29,Florin Gardos,Romania,193cm,84kg,8,8,0,1,0,26.55,11,0,1,0,0,0,0,0,13,20,0,37,0,1,17,0,17,43,20,22,85%,3,0,36,0%,0,,,,,,0,1,3,0,0,,,,,,,,
8245,1992-07-23,Danny Ings,England,178cm,73kg,8,30,0.32,20,0,19.39,41,4,7,5,4,4,47,3,21,29,21,13,6,25,7,,,,,,,,,,,,1,0,8,107,36%,,,,,,,,,,,,,
10079,1992-04-19,Nick Pope,England,191cm,76kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
10651,1997-05-23,Joseph Gomez,England,188cm,77kg,2,9,0,2,0,44.4,5,1,3,0,0,0,7,0,12,12,0,18,0,0,9,0,9,24,33,9,83%,9,2,29,14%,1,,,,,,0,3,5,0,0,,,,,,,,
4541,1995-05-02,Adnan Januzaj,Belgium,180cm,75kg,24,57,0.09,18,1,19.16,56,3,8,0,2,3,168,2,26,37,5,22,8,31,7,0,45,251,299,17,81%,50,100,161,26%,13,0,0,1,84,24%,,,,,,,,,,,,,
5490,1987-03-31,Nordin Amrabat,Morocco,178cm,77kg,4,29,18,9,1,16.06,18,1,3,0,0,0,72,0,12,17,2,6,2,4,2,0,11,73,106,2,71%,12,25,66,18%,4,0,0,1,11,45%,,,,,,,,,,,,,
10460,1990-08-08,Abel Hernández,Uruguay,185cm,70kg,6,25,0.16,17,0,12.19,32,2,2,2,3,0,7,2,5,15,23,3,2,11,0,,,,,,,,,,,,1,0,6,62,40%,,,,,,,,,,,,,
